GEOID,concept,total_pop,label,county,estimate,pct
47065,Black Or African American Alone,45571,Total Population,"Hamilton County, Tennessee",45571,1
37063,Hispanic Or Latino,21791,"9th to 12th grade, no diploma","Durham County, North Carolina",2214,0.10160157863338075
37063,Hispanic Or Latino,21791,Associate's degree,"Durham County, North Carolina",409,0.018769216649075306
37063,Hispanic Or Latino,21791,Bachelor's degree,"Durham County, North Carolina",1812,0.08315359552108668
37063,Hispanic Or Latino,21791,GED or alternative credential,"Durham County, North Carolina",142,0.006516451746133725
37063,Hispanic Or Latino,21791,Graduate or professional degree,"Durham County, North Carolina",1418,0.06507273645082833
37063,Hispanic Or Latino,21791,Less than 9th grade,"Durham County, North Carolina",8221,0.3772658436969391
37063,Hispanic Or Latino,21791,Regular high school diploma,"Durham County, North Carolina",5325,0.24436694048001467
37063,Hispanic Or Latino,21791,"Some college, no degree","Durham County, North Carolina",2250,0.10325363682254142
37063,Hispanic Or Latino,21791,Total Population,"Durham County, North Carolina",21791,1
37067,Hispanic Or Latino,22428,"9th to 12th grade, no diploma","Forsyth County, North Carolina",3194,0.14241127162475478
37067,Hispanic Or Latino,22428,Associate's degree,"Forsyth County, North Carolina",1050,0.04681647940074907
37067,Hispanic Or Latino,22428,Bachelor's degree,"Forsyth County, North Carolina",2409,0.10741037988228999
37067,Hispanic Or Latino,22428,GED or alternative credential,"Forsyth County, North Carolina",936,0.04173354735152488
37067,Hispanic Or Latino,22428,Graduate or professional degree,"Forsyth County, North Carolina",582,0.025949705724986623
37067,Hispanic Or Latino,22428,Less than 9th grade,"Forsyth County, North Carolina",7409,0.33034599607633314
37067,Hispanic Or Latino,22428,Regular high school diploma,"Forsyth County, North Carolina",4890,0.2180310326377742
37067,Hispanic Or Latino,22428,"Some college, no degree","Forsyth County, North Carolina",1958,0.0873015873015873
37067,Hispanic Or Latino,22428,Total Population,"Forsyth County, North Carolina",22428,1
37081,Hispanic Or Latino,21215,"9th to 12th grade, no diploma","Guilford County, North Carolina",2770,0.1305679943436248
37081,Hispanic Or Latino,21215,Associate's degree,"Guilford County, North Carolina",1301,0.06132453452745699
37081,Hispanic Or Latino,21215,Bachelor's degree,"Guilford County, North Carolina",2526,0.11906669809097337
37081,Hispanic Or Latino,21215,GED or alternative credential,"Guilford County, North Carolina",773,0.03643648362008013
37081,Hispanic Or Latino,21215,Graduate or professional degree,"Guilford County, North Carolina",918,0.0432712703275984
37081,Hispanic Or Latino,21215,Less than 9th grade,"Guilford County, North Carolina",5571,0.26259721894885696
37081,Hispanic Or Latino,21215,Regular high school diploma,"Guilford County, North Carolina",3694,0.1741220834315343
37081,Hispanic Or Latino,21215,"Some college, no degree","Guilford County, North Carolina",3662,0.17261371670987508
37081,Hispanic Or Latino,21215,Total Population,"Guilford County, North Carolina",21215,1
37119,Hispanic Or Latino,78749,"9th to 12th grade, no diploma","Mecklenburg County, North Carolina",8576,0.10890297019644694
37119,Hispanic Or Latino,78749,Associate's degree,"Mecklenburg County, North Carolina",4094,0.05198796175189526
37119,Hispanic Or Latino,78749,Bachelor's degree,"Mecklenburg County, North Carolina",10515,0.13352550508577887
37119,Hispanic Or Latino,78749,GED or alternative credential,"Mecklenburg County, North Carolina",1201,0.015250987314124624
37119,Hispanic Or Latino,78749,Graduate or professional degree,"Mecklenburg County, North Carolina",3173,0.04029257514381135
37119,Hispanic Or Latino,78749,Less than 9th grade,"Mecklenburg County, North Carolina",21161,0.2687145233590268
37119,Hispanic Or Latino,78749,Regular high school diploma,"Mecklenburg County, North Carolina",17358,0.22042184662662384
37119,Hispanic Or Latino,78749,"Some college, no degree","Mecklenburg County, North Carolina",12671,0.16090363052229234
37119,Hispanic Or Latino,78749,Total Population,"Mecklenburg County, North Carolina",78749,1
37129,Hispanic Or Latino,NA,"9th to 12th grade, no diploma","New Hanover County, North Carolina",NA,NA
37129,Hispanic Or Latino,NA,Associate's degree,"New Hanover County, North Carolina",NA,NA
37129,Hispanic Or Latino,NA,Bachelor's degree,"New Hanover County, North Carolina",NA,NA
37129,Hispanic Or Latino,NA,GED or alternative credential,"New Hanover County, North Carolina",NA,NA
37129,Hispanic Or Latino,NA,Graduate or professional degree,"New Hanover County, North Carolina",NA,NA
37129,Hispanic Or Latino,NA,Less than 9th grade,"New Hanover County, North Carolina",NA,NA
37129,Hispanic Or Latino,NA,Regular high school diploma,"New Hanover County, North Carolina",NA,NA
37129,Hispanic Or Latino,NA,"Some college, no degree","New Hanover County, North Carolina",NA,NA
37129,Hispanic Or Latino,NA,Total Population,"New Hanover County, North Carolina",NA,NA
37183,Hispanic Or Latino,58876,"9th to 12th grade, no diploma","Wake County, North Carolina",5862,0.09956518785243562
37183,Hispanic Or Latino,58876,Associate's degree,"Wake County, North Carolina",4527,0.07689041375093417
37183,Hispanic Or Latino,58876,Bachelor's degree,"Wake County, North Carolina",10016,0.17012025273456077
37183,Hispanic Or Latino,58876,GED or alternative credential,"Wake County, North Carolina",2219,0.0376893810720837
