fiscal_year,year,month,JURISDICTION,trade,inspection_count
2018,2017,Jun,Sedalia,Electrical,3
2018,2017,Jun,Sedalia,Other,2
2018,2017,Jun,Sedalia,Plumbing/Mechanical/Gas,2
2018,2017,Jun,Stokesdale,Building,109
2018,2017,Jun,Stokesdale,Electrical,75
2018,2017,Jun,Stokesdale,Other,10
2018,2017,Jun,Stokesdale,Plumbing/Mechanical/Gas,123
2018,2017,Jun,Summerfield,Building,100
2018,2017,Jun,Summerfield,Electrical,96
2018,2017,Jun,Summerfield,Other,20
2018,2017,Jun,Summerfield,Plumbing/Mechanical/Gas,97
2018,2017,Jun,Whitsett,Building,3
2018,2017,Jun,Whitsett,Electrical,3
2018,2017,Jun,Whitsett,Plumbing/Mechanical/Gas,7
2018,2017,Jul,Greensboro,Other,3
2018,2017,Jul,Guilford County,Building,596
2018,2017,Jul,Guilford County,Electrical,485
2018,2017,Jul,Guilford County,Other,371
2018,2017,Jul,Guilford County,Plumbing/Mechanical/Gas,719
2018,2017,Jul,Jamestown,Building,60
2018,2017,Jul,Jamestown,Electrical,57
2018,2017,Jul,Jamestown,Other,28
2018,2017,Jul,Jamestown,Plumbing/Mechanical/Gas,93
2018,2017,Jul,Oak Ridge,Building,114
2018,2017,Jul,Oak Ridge,Electrical,78
2018,2017,Jul,Oak Ridge,Other,18
2018,2017,Jul,Oak Ridge,Plumbing/Mechanical/Gas,91
2018,2017,Jul,Pleasant Garden,Building,27
2018,2017,Jul,Pleasant Garden,Electrical,13
2018,2017,Jul,Pleasant Garden,Other,4
2018,2017,Jul,Pleasant Garden,Plumbing/Mechanical/Gas,30
2018,2017,Jul,PTIA,Building,8
2018,2017,Jul,PTIA,Electrical,7
2018,2017,Jul,PTIA,Plumbing/Mechanical/Gas,2
2018,2017,Jul,Sedalia,Building,2
2018,2017,Jul,Stokesdale,Building,71
2018,2017,Jul,Stokesdale,Electrical,47
2018,2017,Jul,Stokesdale,Other,13
2018,2017,Jul,Stokesdale,Plumbing/Mechanical/Gas,88
2018,2017,Jul,Summerfield,Building,105
2018,2017,Jul,Summerfield,Electrical,89
2018,2017,Jul,Summerfield,Other,14
2018,2017,Jul,Summerfield,Plumbing/Mechanical/Gas,99
2018,2017,Jul,Whitsett,Building,8
2018,2017,Jul,Whitsett,Electrical,3
2018,2017,Aug,Guilford County,Building,827
2018,2017,Aug,Guilford County,Electrical,603
2018,2017,Aug,Guilford County,Other,398
2018,2017,Aug,Guilford County,Plumbing/Mechanical/Gas,717
2018,2017,Aug,Jamestown,Building,83
2018,2017,Aug,Jamestown,Electrical,53
2018,2017,Aug,Jamestown,Other,34
2018,2017,Aug,Jamestown,Plumbing/Mechanical/Gas,84
2018,2017,Aug,Oak Ridge,Building,93
2018,2017,Aug,Oak Ridge,Electrical,96
2018,2017,Aug,Oak Ridge,Other,28
2018,2017,Aug,Oak Ridge,Plumbing/Mechanical/Gas,122
2018,2017,Aug,Pleasant Garden,Building,57
2018,2017,Aug,Pleasant Garden,Electrical,29
2018,2017,Aug,Pleasant Garden,Other,2
2018,2017,Aug,Pleasant Garden,Plumbing/Mechanical/Gas,51
2018,2017,Aug,PTIA,Building,6
2018,2017,Aug,PTIA,Electrical,8
2018,2017,Aug,PTIA,Other,5
2018,2017,Aug,PTIA,Plumbing/Mechanical/Gas,4
2018,2017,Aug,Sedalia,Building,1
2018,2017,Aug,Sedalia,Electrical,2
2018,2017,Aug,Sedalia,Other,1
2018,2017,Aug,Sedalia,Plumbing/Mechanical/Gas,2
2018,2017,Aug,Stokesdale,Building,113
2018,2017,Aug,Stokesdale,Electrical,78
2018,2017,Aug,Stokesdale,Other,32
2018,2017,Aug,Stokesdale,Plumbing/Mechanical/Gas,134
2018,2017,Aug,Summerfield,Building,105
2018,2017,Aug,Summerfield,Electrical,89
2018,2017,Aug,Summerfield,Other,25
2018,2017,Aug,Summerfield,Plumbing/Mechanical/Gas,107
2018,2017,Aug,Whitsett,Building,5
2018,2017,Aug,Whitsett,Electrical,3
2018,2017,Aug,Whitsett,Other,1
2018,2017,Aug,Whitsett,Plumbing/Mechanical/Gas,4
2018,2017,Sep,Guilford County,Building,664
2018,2017,Sep,Guilford County,Electrical,547
2018,2017,Sep,Guilford County,Other,382
2018,2017,Sep,Guilford County,Plumbing/Mechanical/Gas,634
2018,2017,Sep,Jamestown,Building,104
2018,2017,Sep,Jamestown,Electrical,52
2018,2017,Sep,Jamestown,Other,34
2018,2017,Sep,Jamestown,Plumbing/Mechanical/Gas,105
2018,2017,Sep,Oak Ridge,Building,108
2018,2017,Sep,Oak Ridge,Electrical,72
2018,2017,Sep,Oak Ridge,Other,29
2018,2017,Sep,Oak Ridge,Plumbing/Mechanical/Gas,101
2018,2017,Sep,Pleasant Garden,Building,18
2018,2017,Sep,Pleasant Garden,Electrical,17
2018,2017,Sep,Pleasant Garden,Plumbing/Mechanical/Gas,20
2018,2017,Sep,PTIA,Building,1
2018,2017,Sep,PTIA,Electrical,8
2018,2017,Sep,PTIA,Plumbing/Mechanical/Gas,14
2018,2017,Sep,Sedalia,Building,1
2018,2017,Sep,Sedalia,Electrical,3
2018,2017,Sep,Sedalia,Other,2
2018,2017,Sep,Stokesdale,Building,86
2018,2017,Sep,Stokesdale,Electrical,53
2018,2017,Sep,Stokesdale,Other,35
2018,2017,Sep,Stokesdale,Plumbing/Mechanical/Gas,100
2018,2017,Sep,Summerfield,Building,79
2018,2017,Sep,Summerfield,Electrical,63
2018,2017,Sep,Summerfield,Other,39
2018,2017,Sep,Summerfield,Plumbing/Mechanical/Gas,85
2018,2017,Sep,Whitsett,Building,9
2018,2017,Sep,Whitsett,Electrical,1
2018,2017,Sep,Whitsett,Other,1
2018,2017,Sep,Whitsett,Plumbing/Mechanical/Gas,3
2018,2017,Oct,Guilford County,Building,711
2018,2017,Oct,Guilford County,Electrical,586
2018,2017,Oct,Guilford County,Other,455
2018,2017,Oct,Guilford County,Plumbing/Mechanical/Gas,933
2018,2017,Oct,Jamestown,Building,60
2018,2017,Oct,Jamestown,Electrical,44
2018,2017,Oct,Jamestown,Other,23
2018,2017,Oct,Jamestown,Plumbing/Mechanical/Gas,113
2018,2017,Oct,Oak Ridge,Building,158
2018,2017,Oct,Oak Ridge,Electrical,70
2018,2017,Oct,Oak Ridge,Other,27
2018,2017,Oct,Oak Ridge,Plumbing/Mechanical/Gas,146
2018,2017,Oct,Pleasant Garden,Building,19
2018,2017,Oct,Pleasant Garden,Electrical,18
2018,2017,Oct,Pleasant Garden,Other,3
2018,2017,Oct,Pleasant Garden,Plumbing/Mechanical/Gas,28
2018,2017,Oct,PTIA,Building,12
2018,2017,Oct,PTIA,Electrical,9
2018,2017,Oct,PTIA,Other,1
2018,2017,Oct,PTIA,Plumbing/Mechanical/Gas,18
2018,2017,Oct,Sedalia,Electrical,1
2018,2017,Oct,Sedalia,Other,2
2018,2017,Oct,Stokesdale,Building,92
2018,2017,Oct,Stokesdale,Electrical,84
2018,2017,Oct,Stokesdale,Other,30
2018,2017,Oct,Stokesdale,Plumbing/Mechanical/Gas,140
2018,2017,Oct,Summerfield,Building,78
2018,2017,Oct,Summerfield,Electrical,74
2018,2017,Oct,Summerfield,Other,52
2018,2017,Oct,Summerfield,Plumbing/Mechanical/Gas,114
2018,2017,Oct,Whitsett,Building,5
2018,2017,Oct,Whitsett,Electrical,1
2018,2017,Oct,Whitsett,Other,1
2018,2017,Oct,Whitsett,Plumbing/Mechanical/Gas,2
2018,2017,Nov,Greensboro,Other,2
2018,2017,Nov,Guilford County,Building,628
2018,2017,Nov,Guilford County,Electrical,466
2018,2017,Nov,Guilford County,Other,385
2018,2017,Nov,Guilford County,Plumbing/Mechanical/Gas,639
2018,2017,Nov,Jamestown,Building,89
2018,2017,Nov,Jamestown,Electrical,32
2018,2017,Nov,Jamestown,Other,35
2018,2017,Nov,Jamestown,Plumbing/Mechanical/Gas,86
2018,2017,Nov,Oak Ridge,Building,100
2018,2017,Nov,Oak Ridge,Electrical,60
2018,2017,Nov,Oak Ridge,Other,27
2018,2017,Nov,Oak Ridge,Plumbing/Mechanical/Gas,80
2018,2017,Nov,Pleasant Garden,Building,15
2018,2017,Nov,Pleasant Garden,Electrical,8
2018,2017,Nov,Pleasant Garden,Other,3
2018,2017,Nov,Pleasant Garden,Plumbing/Mechanical/Gas,9
2018,2017,Nov,PTIA,Building,5
2018,2017,Nov,PTIA,Electrical,8
2018,2017,Nov,PTIA,Other,1
2018,2017,Nov,PTIA,Plumbing/Mechanical/Gas,27
2018,2017,Nov,Sedalia,Electrical,4
2018,2017,Nov,Sedalia,Other,4
2018,2017,Nov,Sedalia,Plumbing/Mechanical/Gas,2
2018,2017,Nov,Stokesdale,Building,107
2018,2017,Nov,Stokesdale,Electrical,63
2018,2017,Nov,Stokesdale,Other,17
2018,2017,Nov,Stokesdale,Plumbing/Mechanical/Gas,82
2018,2017,Nov,Summerfield,Building,82
2018,2017,Nov,Summerfield,Electrical,75
2018,2017,Nov,Summerfield,Other,24
2018,2017,Nov,Summerfield,Plumbing/Mechanical/Gas,110
2018,2017,Nov,Whitsett,Building,4
2018,2017,Nov,Whitsett,Electrical,5
2018,2017,Nov,Whitsett,Other,4
2018,2017,Nov,Whitsett,Plumbing/Mechanical/Gas,8
2018,2017,Dec,Greensboro,Other,1
2018,2017,Dec,Guilford County,Building,532
2018,2017,Dec,Guilford County,Electrical,439
2018,2017,Dec,Guilford County,Other,401
2018,2017,Dec,Guilford County,Plumbing/Mechanical/Gas,598
2018,2017,Dec,Jamestown,Building,64
2018,2017,Dec,Jamestown,Electrical,31
2018,2017,Dec,Jamestown,Other,19
2018,2017,Dec,Jamestown,Plumbing/Mechanical/Gas,69
2018,2017,Dec,Oak Ridge,Building,74
2018,2017,Dec,Oak Ridge,Electrical,62
2018,2017,Dec,Oak Ridge,Other,26
2018,2017,Dec,Oak Ridge,Plumbing/Mechanical/Gas,144
2018,2017,Dec,Pleasant Garden,Building,12
2018,2017,Dec,Pleasant Garden,Electrical,11
2018,2017,Dec,Pleasant Garden,Plumbing/Mechanical/Gas,18
2018,2017,Dec,PTIA,Building,3
2018,2017,Dec,PTIA,Electrical,5
2018,2017,Dec,PTIA,Plumbing/Mechanical/Gas,9
2018,2017,Dec,Sedalia,Other,4
2018,2017,Dec,Stokesdale,Building,73
2018,2017,Dec,Stokesdale,Electrical,41
2018,2017,Dec,Stokesdale,Other,24
2018,2017,Dec,Stokesdale,Plumbing/Mechanical/Gas,104
2018,2017,Dec,Summerfield,Building,95
2018,2017,Dec,Summerfield,Electrical,89
2018,2017,Dec,Summerfield,Other,31
2018,2017,Dec,Summerfield,Plumbing/Mechanical/Gas,96
2018,2017,Dec,Whitsett,Building,7
2018,2017,Dec,Whitsett,Electrical,6
2018,2017,Dec,Whitsett,Other,2
2018,2017,Dec,Whitsett,Plumbing/Mechanical/Gas,4
2018,2018,Jan,Guilford County,Building,391
2018,2018,Jan,Guilford County,Electrical,472
2018,2018,Jan,Guilford County,Other,406
2018,2018,Jan,Guilford County,Plumbing/Mechanical/Gas,465
2018,2018,Jan,Jamestown,Building,32
2018,2018,Jan,Jamestown,Electrical,33
2018,2018,Jan,Jamestown,Other,11
2018,2018,Jan,Jamestown,Plumbing/Mechanical/Gas,45
2018,2018,Jan,Oak Ridge,Building,84
2018,2018,Jan,Oak Ridge,Electrical,77
2018,2018,Jan,Oak Ridge,Other,41
2018,2018,Jan,Oak Ridge,Plumbing/Mechanical/Gas,99
2018,2018,Jan,Pleasant Garden,Building,17
2018,2018,Jan,Pleasant Garden,Electrical,10
2018,2018,Jan,Pleasant Garden,Other,6
2018,2018,Jan,Pleasant Garden,Plumbing/Mechanical/Gas,12
2018,2018,Jan,PTIA,Building,3
2018,2018,Jan,PTIA,Electrical,11
2018,2018,Jan,PTIA,Other,2
2018,2018,Jan,PTIA,Plumbing/Mechanical/Gas,4
2018,2018,Jan,Sedalia,Other,4
2018,2018,Jan,Stokesdale,Building,59
2018,2018,Jan,Stokesdale,Electrical,59
2018,2018,Jan,Stokesdale,Other,21
2018,2018,Jan,Stokesdale,Plumbing/Mechanical/Gas,58
2018,2018,Jan,Summerfield,Building,48
2018,2018,Jan,Summerfield,Electrical,60
2018,2018,Jan,Summerfield,Other,36
2018,2018,Jan,Summerfield,Plumbing/Mechanical/Gas,68
2018,2018,Jan,Whitsett,Building,5
2018,2018,Jan,Whitsett,Electrical,1
2018,2018,Jan,Whitsett,Other,2
2018,2018,Jan,Whitsett,Plumbing/Mechanical/Gas,1
2018,2018,Feb,Guilford County,Building,593
2018,2018,Feb,Guilford County,Electrical,447
2018,2018,Feb,Guilford County,Other,477
2018,2018,Feb,Guilford County,Plumbing/Mechanical/Gas,653
2018,2018,Feb,Jamestown,Building,44
2018,2018,Feb,Jamestown,Electrical,31
2018,2018,Feb,Jamestown,Other,13
2018,2018,Feb,Jamestown,Plumbing/Mechanical/Gas,69
2018,2018,Feb,Oak Ridge,Building,141
2018,2018,Feb,Oak Ridge,Electrical,90
2018,2018,Feb,Oak Ridge,Other,34
2018,2018,Feb,Oak Ridge,Plumbing/Mechanical/Gas,136
2018,2018,Feb,Pleasant Garden,Building,11
2018,2018,Feb,Pleasant Garden,Electrical,13
2018,2018,Feb,Pleasant Garden,Other,1
2018,2018,Feb,Pleasant Garden,Plumbing/Mechanical/Gas,28
2018,2018,Feb,PTIA,Electrical,2
2018,2018,Feb,PTIA,Other,1
2018,2018,Feb,Sedalia,Other,3
2018,2018,Feb,Stokesdale,Building,57
2018,2018,Feb,Stokesdale,Electrical,55
2018,2018,Feb,Stokesdale,Other,14
2018,2018,Feb,Stokesdale,Plumbing/Mechanical/Gas,74
2018,2018,Feb,Summerfield,Building,86
2018,2018,Feb,Summerfield,Electrical,72
2018,2018,Feb,Summerfield,Other,32
2018,2018,Feb,Summerfield,Plumbing/Mechanical/Gas,96
2018,2018,Feb,Whitsett,Building,1
2018,2018,Feb,Whitsett,Electrical,2
2018,2018,Feb,Whitsett,Other,3
2018,2018,Mar,Guilford County,Building,648
2018,2018,Mar,Guilford County,Electrical,506
2018,2018,Mar,Guilford County,Other,493
2018,2018,Mar,Guilford County,Plumbing/Mechanical/Gas,594
2018,2018,Mar,Jamestown,Building,53
2018,2018,Mar,Jamestown,Electrical,31
2018,2018,Mar,Jamestown,Other,9
2018,2018,Mar,Jamestown,Plumbing/Mechanical/Gas,55
2018,2018,Mar,Oak Ridge,Building,66
2018,2018,Mar,Oak Ridge,Electrical,85
2018,2018,Mar,Oak Ridge,Other,28
2018,2018,Mar,Oak Ridge,Plumbing/Mechanical/Gas,97
2018,2018,Mar,Pleasant Garden,Building,15
2018,2018,Mar,Pleasant Garden,Electrical,23
2018,2018,Mar,Pleasant Garden,Other,2
2018,2018,Mar,Pleasant Garden,Plumbing/Mechanical/Gas,18
2018,2018,Mar,PTIA,Electrical,1
2018,2018,Mar,Sedalia,Electrical,2
2018,2018,Mar,Sedalia,Other,3
2018,2018,Mar,Stokesdale,Building,68
2018,2018,Mar,Stokesdale,Electrical,70
2018,2018,Mar,Stokesdale,Other,24
2018,2018,Mar,Stokesdale,Plumbing/Mechanical/Gas,72
2018,2018,Mar,Summerfield,Building,104
2018,2018,Mar,Summerfield,Electrical,111
2018,2018,Mar,Summerfield,Other,48
2018,2018,Mar,Summerfield,Plumbing/Mechanical/Gas,105
2018,2018,Mar,Whitsett,Building,2
2018,2018,Mar,Whitsett,Electrical,5
2018,2018,Mar,Whitsett,Other,4
2018,2018,Mar,Whitsett,Plumbing/Mechanical/Gas,6
2018,2018,Apr,Greensboro,Other,1
2018,2018,Apr,Guilford County,Building,704
2018,2018,Apr,Guilford County,Electrical,551
2018,2018,Apr,Guilford County,Other,499
2018,2018,Apr,Guilford County,Plumbing/Mechanical/Gas,572
2018,2018,Apr,Jamestown,Building,53
2018,2018,Apr,Jamestown,Electrical,23
2018,2018,Apr,Jamestown,Other,9
2018,2018,Apr,Jamestown,Plumbing/Mechanical/Gas,55
2018,2018,Apr,Oak Ridge,Building,114
2018,2018,Apr,Oak Ridge,Electrical,88
2018,2018,Apr,Oak Ridge,Other,33
2018,2018,Apr,Oak Ridge,Plumbing/Mechanical/Gas,121
2018,2018,Apr,Pleasant Garden,Building,23
2018,2018,Apr,Pleasant Garden,Electrical,19
2018,2018,Apr,Pleasant Garden,Other,1
2018,2018,Apr,Pleasant Garden,Plumbing/Mechanical/Gas,14
2018,2018,Apr,PTIA,Electrical,5
2018,2018,Apr,Sedalia,Electrical,8
2018,2018,Apr,Sedalia,Other,3
2018,2018,Apr,Stokesdale,Building,42
2018,2018,Apr,Stokesdale,Electrical,47
2018,2018,Apr,Stokesdale,Other,29
2018,2018,Apr,Stokesdale,Plumbing/Mechanical/Gas,87
2018,2018,Apr,Summerfield,Building,129
2018,2018,Apr,Summerfield,Electrical,112
2018,2018,Apr,Summerfield,Other,49
2018,2018,Apr,Summerfield,Plumbing/Mechanical/Gas,147
2018,2018,Apr,Whitsett,Building,4
2018,2018,Apr,Whitsett,Electrical,7
2018,2018,Apr,Whitsett,Other,4
2018,2018,Apr,Whitsett,Plumbing/Mechanical/Gas,3
2018,2018,May,Greensboro,Other,1
2018,2018,May,Guilford County,Building,659
2018,2018,May,Guilford County,Electrical,564
2018,2018,May,Guilford County,Other,436
2018,2018,May,Guilford County,Plumbing/Mechanical/Gas,623
2018,2018,May,Jamestown,Building,52
2018,2018,May,Jamestown,Electrical,52
2018,2018,May,Jamestown,Other,11
2018,2018,May,Jamestown,Plumbing/Mechanical/Gas,43
2018,2018,May,Oak Ridge,Building,103
2018,2018,May,Oak Ridge,Electrical,93
2018,2018,May,Oak Ridge,Other,22
2018,2018,May,Oak Ridge,Plumbing/Mechanical/Gas,119
2018,2018,May,Pleasant Garden,Building,15
2018,2018,May,Pleasant Garden,Electrical,17
2018,2018,May,Pleasant Garden,Plumbing/Mechanical/Gas,18
2018,2018,May,PTIA,Electrical,3
2018,2018,May,Sedalia,Building,2
2018,2018,May,Sedalia,Electrical,7
2018,2018,May,Sedalia,Other,1
2018,2018,May,Sedalia,Plumbing/Mechanical/Gas,1
2018,2018,May,Stokesdale,Building,78
2018,2018,May,Stokesdale,Electrical,48
2018,2018,May,Stokesdale,Other,21
2018,2018,May,Stokesdale,Plumbing/Mechanical/Gas,62
2018,2018,May,Summerfield,Building,125
2018,2018,May,Summerfield,Electrical,84
2018,2018,May,Summerfield,Other,20
2018,2018,May,Summerfield,Plumbing/Mechanical/Gas,149
2018,2018,May,Whitsett,Building,7
2018,2018,May,Whitsett,Electrical,4
2018,2018,May,Whitsett,Other,4
2018,2018,May,Whitsett,Plumbing/Mechanical/Gas,13
2019,2018,Jun,Guilford County,Building,777
2019,2018,Jun,Guilford County,Electrical,631
2019,2018,Jun,Guilford County,Other,427
2019,2018,Jun,Guilford County,Plumbing/Mechanical/Gas,704
2019,2018,Jun,Jamestown,Building,78
2019,2018,Jun,Jamestown,Electrical,67
2019,2018,Jun,Jamestown,Other,18
2019,2018,Jun,Jamestown,Plumbing/Mechanical/Gas,64
2019,2018,Jun,Oak Ridge,Building,136
2019,2018,Jun,Oak Ridge,Electrical,105
2019,2018,Jun,Oak Ridge,Other,12
2019,2018,Jun,Oak Ridge,Plumbing/Mechanical/Gas,150
2019,2018,Jun,Pleasant Garden,Building,22
2019,2018,Jun,Pleasant Garden,Electrical,26
2019,2018,Jun,Pleasant Garden,Plumbing/Mechanical/Gas,26
2019,2018,Jun,PTIA,Electrical,2
2019,2018,Jun,Sedalia,Building,3
2019,2018,Jun,Sedalia,Electrical,9
2019,2018,Jun,Sedalia,Plumbing/Mechanical/Gas,2
2019,2018,Jun,Stokesdale,Building,67
2019,2018,Jun,Stokesdale,Electrical,61
2019,2018,Jun,Stokesdale,Other,16
2019,2018,Jun,Stokesdale,Plumbing/Mechanical/Gas,57
2019,2018,Jun,Summerfield,Building,151
2019,2018,Jun,Summerfield,Electrical,112
2019,2018,Jun,Summerfield,Other,29
2019,2018,Jun,Summerfield,Plumbing/Mechanical/Gas,130
2019,2018,Jun,Whitsett,Building,8
2019,2018,Jun,Whitsett,Electrical,5
2019,2018,Jun,Whitsett,Other,2
2019,2018,Jun,Whitsett,Plumbing/Mechanical/Gas,7
2019,2018,Jul,Guilford County,Building,720
2019,2018,Jul,Guilford County,Electrical,607
2019,2018,Jul,Guilford County,Other,398
2019,2018,Jul,Guilford County,Plumbing/Mechanical/Gas,732
2019,2018,Jul,Jamestown,Building,63
2019,2018,Jul,Jamestown,Electrical,53
2019,2018,Jul,Jamestown,Other,8
2019,2018,Jul,Jamestown,Plumbing/Mechanical/Gas,49
2019,2018,Jul,Oak Ridge,Building,93
2019,2018,Jul,Oak Ridge,Electrical,72
2019,2018,Jul,Oak Ridge,Other,20
2019,2018,Jul,Oak Ridge,Plumbing/Mechanical/Gas,92
2019,2018,Jul,Pleasant Garden,Building,33
2019,2018,Jul,Pleasant Garden,Electrical,25
2019,2018,Jul,Pleasant Garden,Plumbing/Mechanical/Gas,29
2019,2018,Jul,Sedalia,Building,4
2019,2018,Jul,Sedalia,Electrical,4
2019,2018,Jul,Stokesdale,Building,114
2019,2018,Jul,Stokesdale,Electrical,65
2019,2018,Jul,Stokesdale,Other,27
2019,2018,Jul,Stokesdale,Plumbing/Mechanical/Gas,84
2019,2018,Jul,Summerfield,Building,137
2019,2018,Jul,Summerfield,Electrical,112
2019,2018,Jul,Summerfield,Other,16
2019,2018,Jul,Summerfield,Plumbing/Mechanical/Gas,147
2019,2018,Aug,Guilford County,Building,895
2019,2018,Aug,Guilford County,Electrical,587
2019,2018,Aug,Guilford County,Other,472
2019,2018,Aug,Guilford County,Plumbing/Mechanical/Gas,861
2019,2018,Aug,Jamestown,Building,70
2019,2018,Aug,Jamestown,Electrical,84
2019,2018,Aug,Jamestown,Other,50
2019,2018,Aug,Jamestown,Plumbing/Mechanical/Gas,81
2019,2018,Aug,Oak Ridge,Building,80
2019,2018,Aug,Oak Ridge,Electrical,83
2019,2018,Aug,Oak Ridge,Other,47
2019,2018,Aug,Oak Ridge,Plumbing/Mechanical/Gas,124
2019,2018,Aug,Pleasant Garden,Building,28
2019,2018,Aug,Pleasant Garden,Electrical,20
2019,2018,Aug,Pleasant Garden,Plumbing/Mechanical/Gas,14
2019,2018,Aug,PTIA,Building,1
2019,2018,Aug,PTIA,Electrical,3
2019,2018,Aug,Sedalia,Electrical,2
2019,2018,Aug,Sedalia,Plumbing/Mechanical/Gas,5
2019,2018,Aug,Stokesdale,Building,119
2019,2018,Aug,Stokesdale,Electrical,80
2019,2018,Aug,Stokesdale,Other,34
2019,2018,Aug,Stokesdale,Plumbing/Mechanical/Gas,99
2019,2018,Aug,Summerfield,Building,116
2019,2018,Aug,Summerfield,Electrical,112
2019,2018,Aug,Summerfield,Other,24
2019,2018,Aug,Summerfield,Plumbing/Mechanical/Gas,110
2019,2018,Aug,Whitsett,Building,1
2019,2018,Aug,Whitsett,Electrical,3
2019,2018,Aug,Whitsett,Plumbing/Mechanical/Gas,5
2019,2018,Sep,Greensboro,Other,2
2019,2018,Sep,Guilford County,Building,508
2019,2018,Sep,Guilford County,Electrical,481
2019,2018,Sep,Guilford County,Other,420
2019,2018,Sep,Guilford County,Plumbing/Mechanical/Gas,639
2019,2018,Sep,Jamestown,Building,25
2019,2018,Sep,Jamestown,Electrical,50
2019,2018,Sep,Jamestown,Other,15
2019,2018,Sep,Jamestown,Plumbing/Mechanical/Gas,44
2019,2018,Sep,Oak Ridge,Building,98
2019,2018,Sep,Oak Ridge,Electrical,68
2019,2018,Sep,Oak Ridge,Other,35
2019,2018,Sep,Oak Ridge,Plumbing/Mechanical/Gas,98
2019,2018,Sep,Pleasant Garden,Building,17
2019,2018,Sep,Pleasant Garden,Electrical,12
2019,2018,Sep,Pleasant Garden,Plumbing/Mechanical/Gas,6
2019,2018,Sep,PTIA,Building,2
2019,2018,Sep,PTIA,Electrical,2
2019,2018,Sep,PTIA,Other,1
2019,2018,Sep,PTIA,Plumbing/Mechanical/Gas,2
2019,2018,Sep,Stokesdale,Building,86
2019,2018,Sep,Stokesdale,Electrical,71
2019,2018,Sep,Stokesdale,Other,39
2019,2018,Sep,Stokesdale,Plumbing/Mechanical/Gas,109
2019,2018,Sep,Summerfield,Building,96
2019,2018,Sep,Summerfield,Electrical,94
2019,2018,Sep,Summerfield,Other,27
2019,2018,Sep,Summerfield,Plumbing/Mechanical/Gas,128
2019,2018,Sep,Whitsett,Building,1
2019,2018,Sep,Whitsett,Electrical,1
2019,2018,Oct,Guilford County,Building,726
2019,2018,Oct,Guilford County,Electrical,678
2019,2018,Oct,Guilford County,Other,476
2019,2018,Oct,Guilford County,Plumbing/Mechanical/Gas,929
2019,2018,Oct,Jamestown,Building,42
2019,2018,Oct,Jamestown,Electrical,27
2019,2018,Oct,Jamestown,Other,9
2019,2018,Oct,Jamestown,Plumbing/Mechanical/Gas,48
2019,2018,Oct,Oak Ridge,Building,114
2019,2018,Oct,Oak Ridge,Electrical,93
2019,2018,Oct,Oak Ridge,Other,34
2019,2018,Oct,Oak Ridge,Plumbing/Mechanical/Gas,123
2019,2018,Oct,Pleasant Garden,Building,18
2019,2018,Oct,Pleasant Garden,Electrical,16
2019,2018,Oct,Pleasant Garden,Plumbing/Mechanical/Gas,20
2019,2018,Oct,PTIA,Building,6
2019,2018,Oct,PTIA,Electrical,6
2019,2018,Oct,PTIA,Other,2
2019,2018,Oct,PTIA,Plumbing/Mechanical/Gas,6
2019,2018,Oct,Sedalia,Building,5
2019,2018,Oct,Sedalia,Electrical,6
2019,2018,Oct,Sedalia,Plumbing/Mechanical/Gas,4
2019,2018,Oct,Stokesdale,Building,93
2019,2018,Oct,Stokesdale,Electrical,64
2019,2018,Oct,Stokesdale,Other,23
2019,2018,Oct,Stokesdale,Plumbing/Mechanical/Gas,91
2019,2018,Oct,Summerfield,Building,105
2019,2018,Oct,Summerfield,Electrical,76
2019,2018,Oct,Summerfield,Other,24
2019,2018,Oct,Summerfield,Plumbing/Mechanical/Gas,164
2019,2018,Oct,Whitsett,Other,2
2019,2018,Oct,Whitsett,Plumbing/Mechanical/Gas,4
2019,2018,Nov,Greensboro,Other,2
2019,2018,Nov,Guilford County,Building,658
2019,2018,Nov,Guilford County,Electrical,534
2019,2018,Nov,Guilford County,Other,355
2019,2018,Nov,Guilford County,Plumbing/Mechanical/Gas,683
2019,2018,Nov,Jamestown,Building,41
2019,2018,Nov,Jamestown,Electrical,32
2019,2018,Nov,Jamestown,Other,12
2019,2018,Nov,Jamestown,Plumbing/Mechanical/Gas,35
2019,2018,Nov,Oak Ridge,Building,91
2019,2018,Nov,Oak Ridge,Electrical,81
2019,2018,Nov,Oak Ridge,Other,34
2019,2018,Nov,Oak Ridge,Plumbing/Mechanical/Gas,94
2019,2018,Nov,Pleasant Garden,Building,19
2019,2018,Nov,Pleasant Garden,Electrical,14
2019,2018,Nov,Pleasant Garden,Plumbing/Mechanical/Gas,22
2019,2018,Nov,PTIA,Building,2
2019,2018,Nov,Sedalia,Building,2
2019,2018,Nov,Sedalia,Electrical,3
2019,2018,Nov,Sedalia,Plumbing/Mechanical/Gas,6
2019,2018,Nov,Stokesdale,Building,74
2019,2018,Nov,Stokesdale,Electrical,74
2019,2018,Nov,Stokesdale,Other,26
2019,2018,Nov,Stokesdale,Plumbing/Mechanical/Gas,127
2019,2018,Nov,Summerfield,Building,97
2019,2018,Nov,Summerfield,Electrical,95
2019,2018,Nov,Summerfield,Other,30
2019,2018,Nov,Summerfield,Plumbing/Mechanical/Gas,100
2019,2018,Nov,Whitsett,Electrical,1
2019,2018,Dec,Guilford County,Building,459
2019,2018,Dec,Guilford County,Electrical,459
2019,2018,Dec,Guilford County,Other,248
